kappa,rAB,rBC
9.472367e+03,1.086166e-12,1.691315e-04
1.346438e+05,3.017764e-11,1.579481e-01
1.078221e+07,7.908120e-10,9.958021e-01
4.221933e+01,5.649811e-15,2.175902e-09
4.610238e+02,2.292885e-14,2.775845e-07
3.120308e+03,7.950989e-14,1.909753e-05
3.384648e+05,9.369457e-12,8.736625e-01
1.336948e+06,1.366497e-11,6.802531e-01
1.282942e+02,2.393757e-15,3.999678e-08
7.430265e+05,1.299890e-10,1.041899e+00
1.107054e+01,4.757723e-16,1.675335e-10
4.294388e+04,1.245781e-12,2.222615e-04
7.006538e+02,6.030979e-14,3.798270e-07
7.417201e+11,1.805474e-05,2.808085e+00
1.488004e+07,7.391501e-10,1.037111e+00
9.920396e+04,3.447438e-12,1.286667e-02
3.696269e+04,1.558169e-12,1.312328e-04
3.143544e+04,4.910597e-13,9.197889e-04
9.196548e+12,1.298701e-03,1.000000e+00
5.496541e+05,3.325108e-11,1.186303e-01
3.516790e+03,4.097882e-13,7.428263e-05
2.044155e+04,9.738745e-13,3.265501e-04
1.256650e+06,4.191380e-10,1.775721e+00
1.935062e+04,6.247136e-14,6.783609e-04
6.473837e+10,6.418504e-08,9.999690e-01
6.671320e+04,2.188421e-12,9.168293e-03
1.977225e+06,8.206526e-11,3.023339e+00
9.197073e+09,1.175546e-06,9.999793e-01
1.522124e+05,7.286262e-13,4.967500e-02
1.603179e+06,1.523429e-10,1.025948e+00
1.631999e+07,9.832062e-11,1.060226e+00
5.975775e+11,1.846577e-06,1.000001e+00
1.361289e+04,4.578634e-13,6.669539e-04
9.075922e+09,2.834921e-07,9.997583e-01
2.376550e+04,4.687839e-13,1.053592e-03
1.902981e+05,8.979850e-12,1.002443e-01
2.486209e+10,1.729472e-07,1.000025e+00
3.320826e+06,6.161123e-11,9.763294e-01
8.369140e+07,1.236536e-09,1.002514e+00
8.282894e+02,4.917974e-13,8.780104e-06
9.940330e+01,3.755710e-14,4.306986e-08
3.354494e+02,1.661476e-14,3.984587e-08
1.064211e+03,2.105580e-13,1.360012e-05
6.003721e+05,1.273698e-12,5.830193e-01
2.201720e+06,1.009203e-10,3.829621e-01
1.664642e+06,2.534089e-11,9.873630e-01
4.481973e+10,3.655251e-06,9.999695e-01
8.934930e+07,1.111238e-03,4.958370e-01
5.135833e+06,1.285096e-10,7.900045e-01
2.220354e+01,1.198498e-15,7.848568e-10
1.254909e+05,3.402954e-12,3.489207e-02
8.291553e+11,1.110033e-04,1.000000e+00
3.348997e+09,2.048034e-07,9.988891e-01
4.369603e+03,4.018113e-13,4.867482e-05
2.225933e+03,4.541243e-15,8.241187e-06
2.873044e+06,2.577050e-10,3.634636e+01
2.423104e+04,3.632925e-13,1.083143e-03
3.961194e+05,1.943041e-11,2.931052e-01
4.637088e+05,5.031906e-11,4.536332e-01
1.524787e+10,4.163569e-09,1.000022e+00
1.404256e+05,5.964329e-11,1.000079e+00
1.109406e+08,8.940576e-10,9.564202e-01
1.095300e+06,1.845739e-11,2.830591e-02
1.344467e+02,1.289506e-14,2.883904e-08
1.483852e+07,5.067209e-11,9.930713e-01
2.890579e+05,2.038744e-11,1.142928e-01
9.479825e+02,1.957609e-14,1.632128e-08
3.452363e+10,4.449652e-07,9.998977e-01
3.694771e+11,1.085609e-04,1.000000e+00
1.064412e+08,3.868022e-10,9.975781e-01
5.370342e+02,1.236842e-13,3.361269e-06
7.717045e+05,4.566980e-12,5.471254e-01
1.253587e+03,2.857958e-14,2.060893e-05
3.114755e+07,2.548359e-09,9.690258e-01
3.044252e+05,6.856559e-12,2.946128e-03
1.752113e+05,5.976758e-12,4.999332e-01
1.118381e+07,1.845462e-10,9.696283e-01
1.085268e+04,4.123935e-12,5.325315e-04
2.083230e+04,4.037392e-12,5.838340e-04
2.805849e+06,1.159627e-10,7.119373e-01
1.206022e+05,3.292244e-12,1.163288e-02
1.609693e+09,2.575469e-07,9.998753e-01
2.541312e+06,1.069747e-11,9.026098e-01
6.261015e+04,1.498481e-12,5.412371e-03
3.806609e+07,1.049320e-09,9.981714e-01
1.451146e+03,5.757409e-14,1.832711e-07
3.233069e+11,2.771359e-05,9.999999e-01
2.003960e+09,1.096347e-08,9.987710e-01
5.858974e+05,2.109896e-11,5.079349e-01
1.294649e+02,3.962827e-15,1.088254e-08
7.075149e+10,1.757847e-08,9.999718e-01
2.186775e+10,1.204134e-08,9.999762e-01
1.238663e+11,3.229968e-06,6.751163e-01
8.643566e+02,2.531966e-13,9.465941e-06
3.784288e+02,3.149812e-15,2.095001e-07
1.435094e+02,3.657069e-14,2.601848e-07
1.389592e+11,4.856458e-07,1.000000e+00
2.096469e+06,1.074891e-10,1.597100e+00
2.008723e+01,3.123486e-16,9.724452e-10
1.687025e+03,1.631409e-14,4.283602e-06
5.747190e+07,1.541560e-10,1.002398e+00
2.933107e+10,1.627771e-06,1.000859e+00
4.649173e+02,3.734442e-15,1.564314e-07
4.540012e+03,5.178572e-14,3.511833e-05
1.295893e+06,6.678690e-12,7.007661e+00
2.409384e+04,7.681472e-13,1.009838e-03
2.766011e+02,1.519276e-14,1.326009e-07
2.392524e+02,3.820212e-14,7.090473e-09
4.901963e+05,2.044067e-11,4.775031e-01
3.776876e+06,4.661794e-11,1.024589e+00
1.165215e+02,3.000261e-15,7.467250e-09
1.385529e+06,1.272346e-10,1.704118e+00
2.205882e+06,1.632822e-11,1.102695e+00
1.174125e+08,1.200235e-09,7.669942e-01
1.730619e+10,4.166207e-18,5.091923e-02
2.526080e+07,2.533764e-10,9.859586e-01
1.920008e+06,4.750154e-11,1.024308e+00
1.843551e+07,1.070903e-09,9.750271e-01
1.025789e+10,1.249272e-08,9.999407e-01
1.378028e+02,5.824726e-15,3.144807e-08
7.352305e+07,3.185791e-10,9.874752e-01
5.318084e+05,1.221888e-11,3.876586e-01
3.233371e+01,1.962847e-15,2.969534e-09
7.265111e+01,3.711097e-15,8.966051e-09
5.148008e+02,3.502365e-14,3.954624e-07
7.715043e+03,1.528819e-13,5.820858e-05
1.403473e+11,7.423862e-06,9.999999e-01
1.469870e+10,7.293703e-06,1.000093e+00
2.746035e+01,4.543065e-15,1.499801e-09
4.750005e+03,1.345429e-14,3.837804e-04
2.013245e+02,2.318888e-14,1.674870e-07
2.019752e+06,3.349444e-11,6.607146e-01
1.754570e+04,6.864133e-13,9.941589e-04
1.449329e+03,1.577530e-13,1.431772e-06
4.357832e+04,3.022451e-12,2.675236e-02
3.546699e+10,4.528046e-06,1.000009e+00
3.145957e+06,7.584914e-11,1.105070e+00
3.890000e+05,8.753961e-11,7.878600e-01
4.210361e+06,1.672728e-10,9.142655e-01
3.811364e+10,5.502629e-07,1.203490e+00
3.767126e+02,2.171866e-14,3.525479e-07
4.782441e+01,2.198164e-15,1.952893e-10
1.603780e+04,1.714979e-13,2.836677e-04
9.566344e+02,7.424681e-14,6.189593e-08
1.316656e+12,7.278484e-06,3.245121e+00
1.097139e+06,8.479923e-11,6.845862e-01
9.533847e+04,3.369093e-11,1.089007e-01
5.855146e+10,4.382017e-09,1.000001e+00
2.788602e+04,7.218631e-13,9.629961e-03
3.024747e+02,7.189628e-15,1.938182e-07
1.332809e+07,5.569708e-10,9.530176e-01
1.130706e+04,2.112734e-13,2.103678e-04
2.218079e+02,2.223410e-14,1.976146e-07
3.103949e+02,1.245865e-14,1.287959e-08
1.335879e+06,1.000295e-10,8.179838e+00
1.242543e+02,2.235022e-14,8.908987e-08
9.574190e+10,5.199002e-07,7.591233e-01
5.254957e+06,6.384482e-11,7.855054e-01
1.244422e+04,1.076677e-13,2.266388e-04
2.745284e+07,2.126029e-10,7.930452e-01
1.885880e+11,1.747743e-05,1.000000e+00
5.053205e+01,3.329641e-15,3.942292e-09
6.374424e+03,1.239003e-13,1.567391e-05
2.451889e+03,1.415381e-13,1.069392e-05
2.986581e+06,4.065064e-11,8.576693e-01
1.890108e+03,1.613679e-14,3.169160e-06
1.967599e+11,1.433155e-06,6.919220e-01
1.619162e+06,3.289866e-10,9.808573e-01
7.879579e+05,8.570531e-11,8.485061e-01
2.137245e+04,1.772582e-12,9.155789e-04
4.613340e+02,8.905236e-15,3.057588e-07
4.720411e+03,4.879941e-13,2.266848e-04
8.711368e+12,1.824818e-03,1.000000e+00
3.367795e+08,6.415996e-08,9.997614e-01
1.063540e+10,1.766956e-06,9.999673e-01
4.334405e+11,6.376164e-07,1.000000e+00
3.475998e+10,1.069157e-06,9.999679e-01
2.968080e+07,2.711439e-09,1.039826e+00
7.078211e+04,4.217550e-12,4.678122e-03
3.613437e+04,1.931913e-12,2.486332e-03
7.033082e+05,7.837727e-11,1.886905e-01
7.742256e+03,2.686597e-12,6.310890e-04
3.456374e+03,3.059428e-13,1.581902e-06
1.052902e+06,1.333469e-11,7.902817e-01
3.577050e+12,4.486962e-07,1.000000e+00
7.788845e+05,1.017822e-10,1.905619e+01
9.439830e+05,8.570775e-12,9.511507e-01
2.782038e+04,1.437493e-12,1.551676e-03
1.573905e+04,1.281110e-12,5.524423e-04
8.699794e+09,1.060844e-07,1.000005e+00
1.051115e+04,8.719392e-14,2.176927e-04
4.795003e+00,3.157100e-16,9.814460e-11
3.969295e+07,1.157791e-10,9.551726e-01
1.108914e+04,1.233718e-13,1.712210e-04
1.461393e+06,7.188236e-11,5.970784e-01
8.358661e+06,1.616419e-10,1.283377e+00
8.460449e+11,7.519524e-05,1.000000e+00
1.357472e+04,9.529608e-13,3.665685e-04
1.903858e+06,1.160278e-10,4.550822e+00
4.240997e+06,5.561174e-11,7.409688e-01
8.053514e+01,8.787971e-16,3.276158e-09
9.294573e+01,8.419781e-15,1.318490e-08
5.755475e+04,1.911168e-12,6.749514e-03
1.500900e+03,3.447921e-14,4.326068e-06
8.552651e+04,5.792064e-12,2.882717e-04
6.101952e+03,1.908557e-13,2.069986e-05
3.909076e+10,2.648646e-06,1.000022e+00
7.523491e+02,9.754870e-15,4.596423e-08
7.712715e+06,3.055225e-10,9.164983e-01
1.615458e+01,1.035946e-15,5.838673e-10
7.230068e+11,9.642897e-06,1.000000e+00
5.002174e+10,8.430992e-06,1.000005e+00
3.981911e+03,1.208302e-13,6.024059e-05
1.842814e+06,2.358438e-10,9.949866e-01
1.093783e+03,4.610709e-14,9.483813e-07
7.572424e+01,8.154115e-15,4.277346e-08
2.613611e+09,3.067996e-07,9.999709e-01
1.707173e+06,3.786692e-11,4.718589e-01
7.126563e+01,8.408508e-15,3.726971e-08
9.801474e+09,5.285256e-07,1.000059e+00
2.879203e+06,2.475413e-10,4.983101e+00
9.016408e+04,3.562951e-12,1.146709e-02
1.476612e+04,1.257610e-12,3.537542e-03
6.949392e+07,5.565217e-10,9.373926e-01
2.848784e+10,6.417238e-07,1.000001e+00
4.827627e+05,1.905181e-11,3.750827e+00
2.073060e+02,5.257634e-15,8.523837e-08
1.790836e+05,1.395703e-11,4.577411e-02
2.526357e+05,2.820289e-12,3.500451e-01
3.321495e+05,6.281417e-12,4.556380e-01
1.761623e+03,1.201642e-13,6.128016e-06
6.912438e+04,2.397008e-13,9.819568e-03
4.746035e+06,5.455070e-10,9.743630e-01
3.627993e+02,7.533385e-14,2.257058e-07
1.441192e+02,3.771462e-14,5.998715e-08
1.298209e+03,2.361267e-13,3.050013e-06
1.400918e+10,2.123653e-06,9.999604e-01
1.719381e+04,5.982975e-12,5.408949e-04
2.257499e+02,2.470958e-14,1.840302e-07
4.634190e+06,1.149366e-10,9.918909e-01
7.785127e+02,2.060698e-14,9.670143e-08
6.013006e+01,4.961368e-16,2.956969e-09
3.290014e+06,1.471150e-10,9.579205e-01
4.296014e+10,7.987935e-07,1.119604e+00
7.054488e+04,2.435085e-12,8.876589e-03
1.188813e+02,2.862994e-15,2.471246e-09
6.126506e+01,3.650674e-15,8.614229e-10
1.054319e+10,1.013981e-07,9.876651e-01
1.477994e+04,1.445585e-13,3.864895e-04
8.955567e+05,8.456184e-12,5.957544e-02
3.712528e+05,4.114100e-11,6.806690e-01
1.203335e+12,7.380972e-06,1.000000e+00
9.751445e+03,2.968780e-13,2.745158e-05
2.554679e+03,1.385052e-13,4.436085e-05
1.555785e+04,3.495305e-13,1.119226e-03
1.707715e+02,1.575922e-15,6.571233e-08
6.333680e+10,2.292914e-06,6.136782e-01
2.274287e+02,2.028577e-14,1.113841e-07
4.031010e+01,7.887994e-16,5.838671e-10
2.964257e+10,2.905045e-07,5.326841e-01
6.074249e+01,1.363069e-14,1.999402e-09
5.067253e+01,4.125574e-15,1.416535e-09
1.470275e+03,8.947631e-14,2.983698e-06
1.261149e+03,5.628647e-15,1.704480e-07
4.068032e+06,2.487844e-11,4.696628e-01
8.777415e+10,8.445337e-06,1.000001e+00
1.610571e+01,4.948629e-15,5.173771e-10
4.082540e+05,5.319510e-11,7.722382e-01
6.719714e+05,2.221463e-11,1.908522e-01
2.945654e+11,4.312788e-06,9.453796e+00
4.365594e+06,4.171138e-10,9.471610e-01
4.536423e+06,2.501855e-10,9.433347e-01
3.600695e+06,3.658056e-10,1.001677e+00
3.971596e+05,2.426614e-11,1.187195e+01
6.145417e+02,2.318621e-14,1.053902e-06
2.908948e+05,1.100864e-11,3.634711e-04
2.029432e+04,3.927992e-13,5.792795e-04
4.363328e+02,1.386053e-14,2.694799e-07
1.017629e+07,4.127013e-10,3.156036e+00
2.691751e+03,1.497306e-13,4.617169e-06
2.820926e+11,7.335445e-05,1.000000e+00
1.358983e+04,7.205207e-13,1.771835e-03
1.442132e+08,1.796051e-09,9.936187e-01
3.345655e+03,4.376107e-14,1.525571e-05
1.930939e+03,2.312127e-13,5.282553e-06
7.492955e+04,1.942038e-12,1.207021e-05
1.341849e+12,1.235659e-04,1.000000e+00
5.264442e+11,2.885381e-05,1.000001e+00
2.169517e+05,1.070664e-11,1.014978e-01
7.635142e+05,5.413779e-11,4.276692e+00
5.691342e+01,2.386830e-15,6.122430e-10
1.426469e+03,3.817219e-15,1.465246e-06
8.685980e+10,1.883309e-06,1.000001e+00
6.637903e+03,4.372989e-13,4.745376e-05
3.249800e+05,7.881073e-12,2.127161e+01
7.543218e+03,1.974830e-13,7.155446e-04
4.451788e+02,5.622009e-14,1.807026e-06
6.095821e+03,2.985091e-13,1.747269e-04
2.685752e+04,2.975703e-12,1.438537e-03
1.155998e+07,6.916287e-10,9.681969e-01
1.829467e+01,2.005064e-15,7.401313e-10
2.377413e+07,2.270596e-10,9.582336e-01
1.895207e+05,1.471134e-12,9.337252e-02
1.214935e+06,8.791191e-12,3.763855e-01
3.301366e+03,8.533673e-14,2.060463e-05
2.747728e+05,1.007703e-12,3.108172e-01
1.086900e+04,2.516856e-12,6.130550e-04
9.073249e+04,6.719155e-12,3.613890e-04
1.288872e+07,9.729998e-11,1.003031e+00
4.183239e+04,1.690688e-11,7.983394e-02
7.086287e+05,7.536965e-11,1.078079e+00
4.048955e+04,1.436458e-12,2.545279e-03
7.112100e+05,9.211100e-11,8.577296e-01
3.847273e+03,1.031841e-12,5.516427e-05
1.720520e+06,9.518787e-11,8.431675e-01
3.044415e+06,2.907604e-10,5.285782e-01
2.419578e+03,2.604620e-13,1.257674e-05
8.706159e+03,1.153452e-12,1.516481e-04
1.366187e+11,1.525593e-06,1.000001e+00
1.457792e+03,1.259622e-13,4.207913e-06
1.732145e+03,3.558224e-14,5.167677e-05
6.050514e+01,8.392941e-15,2.637780e-09
2.196240e+10,2.018896e-06,9.998804e-01
2.100123e+03,7.808236e-14,6.990113e-07
8.427245e+04,2.441837e-12,1.454488e-02
5.876704e+05,1.308936e-11,1.098920e+00
7.948481e+03,8.609036e-13,2.479184e-05
4.529681e+01,1.158658e-15,9.095810e-10
2.477514e+05,2.408220e-11,3.273069e-01
4.054948e+02,2.706928e-14,2.604808e-07
1.734653e+04,7.741052e-13,5.211014e-04
1.695290e+06,7.098286e-11,6.299764e-01
1.277210e+02,7.849979e-15,3.999408e-08
6.587685e+03,8.129755e-14,1.740736e-05
1.136231e+10,7.886711e-08,9.999263e-01
1.832633e+07,1.745608e-09,1.007141e+00
7.248863e+06,3.750466e-10,8.876950e-01
1.396027e+03,8.287368e-14,6.930855e-07
1.575415e+02,1.707154e-14,2.811740e-08
1.765855e+06,1.190715e-10,9.922435e-01
1.294342e+05,3.845665e-12,8.071117e-01
3.549481e+04,2.499390e-12,2.530887e-03
6.263877e+05,6.329391e-12,1.380996e+00
6.942798e+03,3.517716e-14,2.036835e-05
6.477166e+05,1.864313e-10,3.705048e-01
1.979716e+07,1.219208e-09,1.041142e+00
1.069173e+04,5.141915e-12,7.721326e-04
1.335055e+10,7.757507e-07,9.999695e-01
7.475056e+01,1.882103e-14,2.134171e-08
9.548615e+02,1.189167e-13,5.333244e-07
6.634230e+05,3.452531e-11,7.700697e-01
1.767938e+06,5.804268e-12,1.566434e+00
3.281631e+01,6.922488e-16,6.393785e-10
1.474119e+03,8.370594e-14,1.738097e-06
4.970738e+05,5.356913e-11,2.144691e-01
4.614460e+05,1.636958e-11,1.043583e-03
8.769742e+03,5.589829e-13,1.533859e-04
5.525369e+00,3.009577e-16,1.397780e-10
1.022529e+05,4.321306e-12,1.236228e-03
2.911523e+01,1.667541e-15,8.336674e-10
5.475438e+03,8.080150e-14,5.615217e-05
8.068892e+04,2.064006e-13,1.235854e-02
1.192936e+04,4.764599e-13,2.396363e-04
1.550839e+04,5.278200e-14,2.317974e-04
3.221647e+02,8.227115e-15,7.623813e-08
2.084688e+04,4.841785e-12,4.392073e-03
7.258826e+01,1.940169e-15,1.163454e-08
5.035745e+04,5.711167e-12,3.931961e-03
2.637814e+04,1.273443e-12,1.364924e-03
3.975167e+04,4.484846e-12,1.638768e-03
1.328017e+04,2.680665e-13,2.704567e-05
8.865277e+11,8.528812e-08,7.174392e-01
2.081047e+11,2.165941e-06,1.301888e+00
6.060970e+10,7.388902e-07,1.000013e+00
3.760301e+01,1.431546e-15,2.448242e-09
9.740411e+04,3.823835e-12,7.763375e-03
1.182388e+05,1.702025e-11,6.157289e-02
5.077189e+06,3.445173e-10,9.794287e-01
2.139587e+05,7.744176e-12,5.930077e-01
2.347502e+10,1.955983e-06,9.999547e-01
3.490708e+10,2.042425e-06,8.406601e-01
2.867880e+04,1.355096e-13,1.656219e-03
2.751134e+11,1.039874e-05,1.000001e+00
3.050268e+01,2.003854e-15,1.821068e-09
4.919360e+01,2.136656e-15,2.471246e-09
6.965302e+10,1.020223e-05,1.000003e+00
2.601291e+01,2.044183e-15,1.805112e-09
4.826931e+02,1.116004e-14,1.148536e-07
3.919972e+09,1.862724e-07,9.997787e-01
1.937161e+04,1.727997e-13,4.116026e-04
2.795546e+04,1.308810e-12,2.375457e-04
1.717602e+03,8.187414e-15,1.053758e-05
3.864241e+01,1.551894e-15,1.724259e-09
1.109937e+12,4.604475e-05,9.361856e-01
2.148911e+09,2.365798e-07,9.998908e-01
9.230502e+02,3.693560e-14,2.275338e-06
6.722526e+05,2.387953e-10,9.220013e-01
8.507945e+11,1.329013e-08,1.000001e+00
9.433482e+03,2.080622e-12,1.012938e-03
7.827924e+10,1.429884e-06,9.999676e-01
8.140261e+05,2.358831e-11,3.427095e+00
3.307045e+08,2.339166e-09,9.891949e-01
1.855400e+10,1.773691e-07,9.999046e-01
7.989200e+07,2.070944e-10,7.944271e-01
3.420727e+06,1.557897e-10,2.308862e+00
1.284893e+10,3.631240e-08,1.000025e+00
6.366714e+06,6.423147e-11,9.145574e-01
5.109626e+01,6.216688e-16,3.192891e-09
3.682533e+02,1.303358e-14,3.968875e-07
7.810470e+04,4.020453e-12,8.985017e-02
4.258926e+06,1.381550e-11,7.145354e-01
1.544169e+04,7.970225e-13,2.029075e-04
1.134751e+12,1.607949e-07,1.000000e+00
3.236899e+03,2.407812e-13,2.050979e-05
1.106107e+02,5.574896e-16,2.889772e-08
2.304781e+07,4.239124e-11,1.039947e+00
9.842646e+05,7.332336e-11,2.890164e-01
5.988583e+06,4.757269e-10,1.317980e+00
1.127928e+11,1.164866e-06,1.000018e+00
5.931564e+03,6.289046e-13,3.175771e-05
3.081022e+05,2.430561e-12,1.213259e+00
7.407751e+03,9.237268e-13,1.098177e-04
3.158561e+02,3.204637e-14,1.628430e-07
2.226736e+06,2.613750e-11,9.791736e-01
4.674518e+01,5.258460e-15,1.335261e-09
1.896076e+06,9.197725e-11,1.727442e+00
5.825135e+06,2.242211e-10,1.892765e+00
1.066155e+10,9.564783e-07,1.000066e+00
9.654143e+09,2.836940e-07,9.999615e-01
2.862255e+02,9.158576e-14,2.228037e-07
3.198077e+05,3.854127e-11,1.695256e-02
1.513280e+05,4.712815e-12,5.187109e-02
1.982193e+11,1.678254e-05,1.000002e+00
1.417940e+04,1.737344e-12,8.080314e-04
4.345298e+03,6.680876e-14,8.474639e-06
2.388317e+03,6.339990e-14,1.174700e-06
1.033031e+07,1.650581e-10,1.024680e+00
1.374319e+06,4.829486e-10,8.840313e-01
2.167512e+07,1.479376e-10,1.075074e+00
1.477560e+01,3.976402e-15,3.673746e-10
1.502145e+03,1.872777e-14,4.544560e-06
5.150078e+11,1.507870e-05,2.402621e+00
1.657729e+07,2.177443e-10,9.918834e-01
3.684090e+03,1.174016e-13,7.554806e-05
1.737838e+05,1.597260e-11,5.040797e-02
6.320428e+02,2.746783e-14,3.427684e-07
1.269945e+04,7.066583e-13,5.892315e-06
3.239068e+07,5.462442e-10,1.064797e+00
2.362304e+10,1.031860e-07,9.993894e-01
1.606903e+06,2.834016e-11,1.276358e+00
1.083689e+07,3.371568e-10,1.024023e+00
6.451177e+05,5.806105e-11,9.808796e-01
1.396853e+11,1.686956e-06,9.999674e-01
3.301911e+07,2.511911e-09,9.882925e-01
5.690085e+01,5.588380e-15,4.784125e-08
2.087649e+04,1.079409e-12,1.665967e-03
1.371236e+05,2.333217e-11,8.085782e-03
2.204950e+01,5.343519e-15,1.305512e-09
3.807138e+07,2.512701e-09,9.871310e-01
1.229054e+11,7.243313e-07,9.999761e-01
4.376806e+10,1.625555e-16,1.000003e+00
6.300213e+09,1.102707e-09,9.999582e-01
3.602527e+02,3.376488e-14,2.293731e-07
4.323155e+02,3.991350e-14,2.918073e-07
3.832904e+04,1.164892e-12,6.789150e-04
1.018838e+07,3.283033e-10,9.318781e-01
1.486345e+05,4.557060e-11,2.718437e+01
2.491681e+03,1.766464e-13,2.521900e-06
2.706105e+03,5.610570e-14,1.317012e-07
1.668840e+10,2.723651e-07,9.999867e-01
4.716666e+06,5.038475e-10,8.435981e-01
7.343829e+02,3.293205e-14,8.871525e-07
1.416221e+04,3.121263e-13,7.447394e-04
1.421254e+10,1.472334e+01,1.000363e+00
3.694357e+04,2.064311e-12,6.695126e-05
1.092941e+03,2.435356e-14,1.453144e-06
7.558096e+03,5.915759e-13,2.762413e-04
1.830509e+03,1.797528e-14,5.997437e-06
8.171184e+06,2.241992e-10,8.263678e-01
8.394207e+01,1.282353e-15,4.580038e-09
4.660932e+11,8.081981e-07,1.000000e+00
3.413177e+04,7.998011e-14,9.601485e-04
1.800702e+05,4.242394e-12,7.196561e-02
1.421430e+04,1.375883e-12,3.357901e-04
2.019223e+02,2.095486e-14,1.945766e-08
4.867275e+06,3.243562e-10,7.643261e-01
5.955738e+08,6.935649e-10,9.998307e-01
9.292503e+05,4.249504e-12,2.018599e-01
4.307906e+09,2.614261e-08,9.998799e-01
6.559118e+03,2.810621e-13,9.304469e-05
4.197071e+06,6.913380e-11,8.320284e-01
6.065078e+01,4.689533e-16,6.372796e-09
4.826040e+11,5.963916e-08,9.999698e-01
2.086752e+11,3.296751e-07,9.999999e-01
1.282869e+02,2.998304e-15,3.151258e-09
5.824139e+03,3.062956e-13,4.962755e-05
1.708474e+12,7.374021e-08,1.000000e+00
2.153355e+06,1.104083e-11,6.056178e-01
4.134869e+04,4.871201e-13,2.594517e-03
3.978271e+04,2.499674e-13,2.937030e-04
1.661030e+04,2.486470e-13,7.963296e-05
2.715380e+03,1.358382e-13,3.934363e-07
3.680534e+04,8.317226e-13,9.208397e-04
6.942410e+06,6.213294e-10,9.479161e-01
2.417413e+11,6.333609e-07,1.000001e+00
4.871738e+06,5.314194e-11,1.021511e+00
2.739922e+07,3.926607e-09,9.733710e-01
6.446916e+09,5.836615e-07,9.999085e-01
9.448842e+02,3.072316e-14,2.495103e-06
2.059226e+10,6.577348e-07,5.047881e-01
1.134146e+02,8.895121e-16,1.027956e-09
7.461146e+04,2.346802e-11,1.183231e-01
4.038511e+04,1.175289e-11,3.134404e-03
3.175343e+09,6.348275e-07,1.000018e+00
3.085287e+03,2.321645e-13,4.413554e-06
7.910895e+06,1.827754e-10,1.229188e+00
4.916561e+01,2.819461e-15,1.135714e-08
6.198203e+04,1.333777e-12,4.151370e-03
3.493367e+05,1.028357e-11,8.204487e-01
7.169947e+04,4.173757e-13,1.885872e-02
1.011057e+06,7.473497e-11,7.720438e-01
2.605735e+02,1.211057e-14,2.171974e-08
4.792482e+04,3.983511e-12,4.599336e-03
3.094955e+05,8.465940e-12,6.230708e-02
4.125341e+03,3.744117e-13,6.095940e-05
4.402446e+01,2.631766e-15,2.970847e-09
3.603773e+01,7.508125e-16,1.361023e-09
8.370522e+04,1.260125e-12,1.471144e-02
6.950765e+04,6.542087e-13,9.959185e-03
7.540129e+10,1.889329e-05,1.000001e+00
4.717962e+06,9.574172e-11,9.844013e-01
1.171984e+02,2.245252e-15,2.978273e-08
4.512130e+06,2.865077e-10,5.287843e-01
4.523381e+01,1.098640e-14,1.964863e-09
6.804645e+03,4.592861e-13,1.782904e-04
1.890854e+04,8.939758e-12,1.188691e-03
3.092354e+06,2.443164e-11,7.893060e-01
3.677605e+07,3.614979e-09,9.663333e-01
1.493691e+06,2.021349e-10,1.120097e+00
1.553543e+04,3.580518e-13,4.769689e-04
2.219662e+01,1.529897e-15,1.138979e-09
5.846653e+07,2.674315e-09,9.643621e-01
3.325343e+09,7.570884e-07,9.999875e-01
1.414238e+05,5.555238e-12,6.216151e-03
1.596021e+05,3.936483e-13,6.293462e-02
5.672977e+04,1.383570e-12,5.454435e-03
1.814120e+03,3.127402e-13,2.592526e-05
4.554815e+03,6.819736e-13,1.066083e-05
2.574631e+06,2.003453e-10,1.191633e+00
4.500732e+05,8.500641e-11,7.442423e-01
1.603518e+02,7.199230e-15,4.593071e-08
9.267234e+03,3.424867e-13,1.128596e-04
9.040832e+05,1.551403e-11,1.960738e-02
4.285006e+10,3.833755e-08,9.997022e-01
4.741486e+06,2.195097e-10,1.019008e+00
3.274024e+04,8.745121e-13,1.250524e-03
1.890257e+03,5.739570e-15,5.924401e-06
5.053730e+04,1.245289e-12,2.554382e-03
2.971149e+03,8.067015e-14,6.428581e-06
3.026656e+07,1.646098e-10,9.502225e-01
5.491193e+05,3.298313e-11,3.975245e-02
3.210631e+01,1.297365e-15,2.207568e-09
3.138085e+05,6.272817e-11,6.526277e-01
1.077869e+12,6.381480e-06,1.000000e+00
3.858324e+06,5.331346e-11,1.346742e+00
1.032232e+03,4.739428e-15,1.954299e-06
3.036639e+07,1.508297e-10,1.015062e+00
2.186304e+10,1.583671e-06,1.000008e+00
2.828483e+12,2.556203e-05,1.000022e+00
1.355400e+04,8.042287e-13,2.645527e-04
2.366870e+02,3.360838e-15,7.580148e-08
5.289132e+02,1.143031e-14,1.846033e-07
3.394699e+06,3.316072e-11,8.958897e-01
8.457514e+11,3.009740e-06,1.000000e+00
2.043335e+08,9.697320e-09,9.998654e-01
9.607382e+09,1.128121e-06,9.999777e-01
1.157165e+02,2.877709e-15,2.677976e-10
1.128804e+02,9.938329e-16,3.190815e-09
9.851850e+08,1.104397e-07,1.000270e+00
4.040747e+09,6.379245e-07,9.999957e-01
6.401882e+03,3.066855e-13,4.790782e-05
1.196992e+06,3.957887e-11,8.331180e-01
