kappa,rAB,rBC
4.169642e+03,5.975261e-13,3.425929e-05
2.439842e+04,8.748902e-13,1.006630e-03
2.093932e+05,5.953874e-12,9.596242e-02
1.672721e+11,6.795773e-08,9.999999e-01
2.476001e+03,1.063659e-13,4.655638e-06
2.846948e+05,3.727939e-11,6.221778e-03
2.780188e+07,3.337565e-10,9.872712e-01
8.906427e+04,2.922098e-12,1.639170e-04
7.104188e+11,2.144281e-07,1.000003e+00
8.220776e+09,7.367678e-07,9.999490e-01
3.887340e+01,1.400415e-15,1.377778e-10
6.875236e+03,2.050787e-13,2.821416e-04
5.819787e+07,8.170210e-09,9.962647e-01
2.515748e+04,1.814003e-12,8.613421e-04
2.849062e+12,6.395308e-05,1.000000e+00
3.051417e+03,3.699827e-14,1.829015e-05
2.155212e+10,1.586515e-07,9.999593e-01
1.968584e+04,7.993812e-13,6.820882e-05
4.308177e+09,1.765877e-06,1.000047e+00
3.613335e+04,4.661319e-12,5.444617e-03
2.772343e+05,1.269732e-11,7.840186e-02
4.889920e+09,5.242690e-08,9.999345e-01
8.830771e+06,3.468049e-10,9.927471e-01
9.890814e+09,1.362350e-06,9.999541e-01
4.682613e+05,2.205749e-13,8.420641e-01
2.464011e+04,9.054961e-14,1.205868e-03
1.105829e+06,1.864644e-10,8.816953e-01
1.107107e+05,1.091549e-12,9.095096e-04
2.897744e+03,5.422179e-14,2.371106e-05
7.975619e+04,8.683518e-12,6.248965e-01
1.587361e+06,2.409203e-10,3.676238e-01
1.057235e+04,4.197285e-12,8.529542e-04
3.302114e+09,6.180087e-08,9.984128e-01
4.939999e+03,3.471542e-13,3.235353e-04
6.208209e+02,1.086389e-14,4.231348e-07
8.434012e+02,1.908189e-14,8.399680e-07
4.396810e+04,1.508663e-12,1.098704e-02
3.821638e+03,6.987915e-14,3.650774e-05
6.082041e+02,2.230455e-14,2.292725e-06
2.126810e+11,1.217835e-05,1.000003e+00
7.664303e+04,1.956883e-13,1.204250e-02
1.703171e+12,9.369259e-05,1.000000e+00
1.053714e+02,1.891327e-15,1.099221e-08
2.372389e+05,1.057832e-12,2.125791e-01
1.471967e+04,3.496258e-13,3.104539e-04
1.045107e+05,9.387211e-12,3.083546e-02
1.249921e+10,4.517361e-07,1.000074e+00
1.360154e+06,3.234614e-11,8.948139e-01
2.608748e+03,4.381842e-13,1.325853e-05
1.003576e+04,2.426538e-13,1.981753e-04
1.173843e+07,3.821379e-12,9.814128e-01
5.961378e+05,7.052967e-12,2.428415e+00
2.511742e+10,4.533975e-06,1.000003e+00
1.641454e+02,2.057751e-16,2.757668e-07
1.763393e+06,1.616167e-11,2.615039e-02
1.663016e+06,1.481216e-10,1.066644e+00
6.086987e+01,1.024792e-15,5.006005e-10
4.861668e+11,8.433125e-05,1.000000e+00
1.217604e+06,1.246513e-11,2.416085e+01
4.052048e+05,4.177178e-11,7.110004e-01
8.786700e+10,2.251527e-06,9.999692e-01
4.398432e+10,7.648744e-07,1.000030e+00
6.667871e+01,1.434159e-15,1.484560e-08
4.425769e+04,7.468767e-12,1.902217e-04
4.193474e+01,1.524717e-15,1.027956e-09
4.734354e+03,2.957789e-13,4.471298e-05
6.736574e+10,1.071785e-08,1.000002e+00
9.124316e+04,4.598422e-12,8.636410e-03
1.035626e+05,2.264570e-12,1.322766e-02
1.156589e+05,2.266567e-12,1.466315e-02
9.832046e+05,3.566092e-11,1.100740e+01
3.556134e+04,7.461378e-12,8.531953e-04
3.973685e+01,1.914597e-15,4.414137e-09
1.090187e+06,1.077903e-10,9.514371e-01
1.855057e+06,6.811548e-11,7.546545e-01
3.606935e+02,1.103126e-14,2.298449e-07
8.961108e+03,3.352646e-13,7.948032e-06
4.565589e+04,9.354283e-13,3.802272e-03
3.623550e+04,1.589809e-12,2.398014e-03
1.280407e+06,8.260051e-11,1.497341e+00
7.330926e+02,4.464192e-15,9.083577e-07
1.205777e+03,7.391127e-14,4.210659e-06
1.717715e+07,2.281548e-10,1.025217e+00
3.034716e+11,4.497990e-04,1.000000e+00
6.605104e+02,8.153314e-14,3.422550e-07
3.556072e+05,3.574882e-11,3.492724e+00
6.629178e+10,2.924942e-06,9.998652e-01
3.703776e+02,1.737926e-14,1.085531e-07
1.042632e+07,9.030984e-11,1.096300e+00
3.621374e+05,1.443615e-10,1.754619e+01
3.370290e+01,1.026883e-14,1.191158e-09
2.339323e+01,2.153030e-15,1.361023e-09
1.073860e+04,2.793860e-12,1.586383e-04
1.904269e+11,8.027873e-06,1.397658e+00
1.497622e+07,1.585255e-09,9.537191e-01
9.762618e+03,5.821637e-14,1.441794e-04
2.488416e+04,5.838407e-13,1.918026e-03
2.740971e+06,4.404678e-11,9.292579e-01
1.362967e+02,1.064462e-15,4.241152e-08
1.064451e+11,9.179163e-07,9.999423e-01
2.669009e+04,6.013354e-13,1.375913e-03
2.422042e+06,3.271165e-10,1.239333e+00
1.195008e+10,5.006611e-07,9.999643e-01
2.168083e+03,1.787114e-13,6.782548e-06
2.603243e+11,1.878085e-06,1.000004e+00
3.482143e+04,1.217009e-12,9.324723e-04
1.663750e+07,7.711628e-11,8.488803e-01
8.895311e+04,3.211408e-12,1.383008e-02
6.884139e+05,7.824386e-11,2.873521e-02
3.652118e+05,4.118587e-12,4.097257e-01
3.044261e+07,3.055418e-10,9.935676e-01
1.448576e+05,3.618608e-11,3.517459e-02
1.750853e+05,4.935588e-13,5.290802e-02
4.085551e+09,1.542629e-07,9.994415e-01
3.231097e+06,5.756271e-10,9.518388e-01
4.397822e+10,2.939580e-07,1.000112e+00
1.142991e+04,7.757838e-13,2.617616e-04
1.830810e+10,4.563812e-08,1.000160e+00
5.886349e+04,4.690361e-13,6.767091e-03
4.658029e+05,5.091446e-11,7.221913e-01
6.316312e+05,2.031725e-10,8.430388e-01
9.202097e+10,1.045541e-05,1.000001e+00
2.419675e+04,2.664154e-12,6.991455e-04
1.143738e+12,8.577357e-07,1.000001e+00
9.331631e+03,1.083992e-12,7.121689e-05
5.566994e+01,4.768812e-16,1.211047e-08
3.839963e+10,4.712180e-06,1.000003e+00
1.180369e+04,2.729108e-13,2.765519e-04
1.238878e+02,1.077311e-14,8.355428e-09
1.306790e+04,3.407465e-12,7.013412e-04
3.185385e+11,4.911614e-06,1.000011e+00
8.593258e+05,3.032262e-10,7.258997e-01
5.124052e+01,1.672125e-15,1.388779e-09
1.420356e+10,1.516172e-06,9.999236e-01
7.202041e+03,1.552694e-13,1.794958e-04
1.243491e+01,1.001309e-15,7.885597e-08
1.238393e+06,5.746044e-11,1.270077e+00
2.226859e+10,2.125234e-06,1.000018e+00
1.364090e+02,1.669875e-15,4.916040e-08
2.315866e+11,1.817072e-07,1.000000e+00
2.806625e+05,4.003732e-12,1.748260e-01
2.310341e+11,7.544425e-06,1.000000e+00
3.107140e+05,6.170603e-12,2.894005e-02
2.844889e+01,1.418333e-15,5.656981e-10
2.245173e+02,6.037819e-14,6.280675e-08
1.828205e+02,3.565908e-14,2.460003e-07
1.092818e+07,6.877737e-11,9.501188e-01
4.089532e+04,2.649996e-12,8.011435e-03
4.067992e+05,5.870113e-12,1.274633e+00
2.080092e+11,2.309421e-05,1.000000e+00
9.994797e+03,2.171182e-14,1.893559e-04
1.071590e+11,5.290407e-06,2.411542e+00
5.086475e+10,4.414849e-06,9.999684e-01
8.530806e+01,7.337418e-15,1.274081e-08
3.425033e+04,5.460889e-12,8.563944e-04
1.326415e+04,4.859460e-13,3.766362e-05
9.200910e+04,5.815196e-13,1.456431e-02
2.732387e+11,3.146313e-05,1.000000e+00
2.321779e+10,8.564006e-17,9.999732e-01
1.600870e+03,1.718989e-14,4.396096e-06
8.262780e+06,6.046856e-10,9.607072e-01
1.108291e+05,4.689260e-12,2.574880e-02
1.758189e+04,1.030247e-12,6.137202e-04
1.584528e+10,3.334179e-06,9.995558e-01
4.425507e+04,5.022352e-12,1.843874e-02
5.990815e+12,4.547341e-03,1.000000e+00
1.428954e+07,2.050891e-09,9.726818e-01
2.219456e+06,1.114688e-10,8.993219e-01
4.586827e+10,7.104191e-07,9.999727e-01
1.538767e+04,7.607681e-13,3.381690e-05
6.542504e+04,5.408577e-13,2.960284e-03
3.124609e+02,9.510692e-15,1.091349e-06
2.124805e+02,1.194693e-14,2.237543e-07
2.701997e+04,1.387444e-12,9.114253e-06
5.980357e+04,1.366970e-12,2.000575e-05
3.239956e+03,2.178816e-14,2.107623e-05
5.143028e+04,3.794897e-12,6.394633e-03
5.028824e+06,7.931267e-11,8.492762e-01
2.092934e+06,2.725321e-10,8.703117e-01
7.607744e+03,2.860311e-13,1.362939e-06
3.503059e+05,4.618915e-12,4.288946e-01
3.457826e+05,1.830441e-11,2.552107e-01
4.060392e+10,4.591693e-17,1.000196e+00
2.779470e+06,1.403090e-10,1.037791e+00
3.543125e+02,4.725062e-14,8.728718e-07
9.844353e+09,4.782627e-07,9.999037e-01
7.658517e+10,2.370500e-08,1.000000e+00
5.254489e+05,1.077014e-11,5.041349e-01
1.872252e+06,3.024468e-10,4.096723e+00
1.370441e+02,5.464740e-14,3.424288e-07
1.907297e+07,2.621963e-10,9.520190e-01
8.944655e+10,6.579482e-06,1.000007e+00
2.022674e+11,3.933346e-06,2.332466e+00
9.507434e+03,1.227769e-13,1.348106e-04
3.195899e+11,1.586420e-05,9.999994e-01
9.691926e+01,1.470481e-16,1.845846e-08
4.539217e+03,2.047084e-13,3.398132e-05
3.916262e+06,6.049354e-11,4.747387e-01
6.312925e+03,1.252242e-12,1.002176e-04
6.054026e+09,2.315195e-07,9.999136e-01
9.559962e+05,1.073428e-11,2.460398e+00
9.454756e+06,8.307408e-10,1.181443e+00
9.344531e+06,1.995386e-09,9.293543e-01
7.465436e+04,1.619314e-13,6.971483e-03
3.206560e+04,5.957996e-13,6.675082e-04
5.924091e+04,8.473717e-13,7.947761e-03
4.580237e+04,1.925801e-12,7.059059e-03
2.841865e+10,3.318078e-08,9.999568e-01
8.097310e+01,1.014936e-14,2.200126e-08
1.463970e+06,1.086724e-11,2.911175e-01
3.821215e+06,1.955995e-10,8.988822e-01
6.648127e+02,3.725735e-14,3.913824e-07
2.426313e+03,7.066731e-14,1.070177e-05
3.294412e+07,2.133359e-10,9.373834e-01
3.203220e+01,2.027457e-15,3.516872e-09
5.153495e+01,1.202728e-14,8.711531e-09
5.682515e+00,7.314849e-16,3.693377e-11
4.751484e+11,4.508860e-06,1.000001e+00
7.441577e+10,1.476475e-05,1.000001e+00
1.062981e+04,6.119200e-13,2.233120e-04
1.615123e+05,3.557720e-12,3.955215e-02
7.998987e+03,8.619457e-13,3.468632e-04
2.543417e+02,2.115757e-15,1.229672e-08
6.832035e+04,3.606351e-12,2.377417e-03
3.177047e+01,1.529076e-15,2.442272e-10
4.778887e+04,1.940843e-11,2.752895e-02
1.482358e+02,3.812972e-15,5.479051e-08
1.235618e+07,3.645313e-10,1.011557e+00
3.179647e+04,5.604988e-12,9.876265e-03
6.502382e+01,2.078101e-15,1.043710e-08
8.769833e+04,1.925716e-12,2.078815e-02
7.065123e+05,3.976325e-11,2.215816e-01
1.193294e+10,2.166176e-06,9.999622e-01
5.578295e+09,3.900387e-09,9.999607e-01
1.182738e+03,1.492878e-14,2.732343e-06
3.213744e+06,1.612109e-10,7.655692e-01
4.671087e+06,1.915650e-10,1.033579e+00
1.158657e+06,1.022805e-10,1.402589e+00
5.720039e+04,5.054606e-12,9.565104e-03
1.325787e+06,6.832481e-11,6.466955e-01
8.236363e+06,6.832001e-10,1.025221e+00
1.568486e+02,1.332475e-15,2.878174e-08
1.277192e+11,2.867686e-07,1.000000e+00
1.713198e+11,2.662802e-05,1.000000e+00
1.556613e+07,1.628057e-10,9.528951e-01
9.227821e+11,2.201123e-06,9.999999e-01
5.387219e+05,2.389099e-11,7.498892e-02
6.033346e+10,8.330398e-06,1.000011e+00
1.227527e+03,1.057417e-13,2.987805e-06
5.816817e+05,1.793037e-11,1.127212e+00
1.586378e+04,1.716238e-13,3.338090e-04
7.489825e+02,1.135653e-13,6.714174e-08
3.380588e+03,1.137369e-13,9.604957e-06
2.697930e+09,6.750792e-10,9.999898e-01
1.314222e+03,1.551245e-14,3.536533e-06
2.669771e+02,3.654292e-15,4.632506e-08
6.795678e+02,6.144548e-14,1.117393e-06
1.073062e+03,6.994748e-14,2.212898e-06
1.391248e+04,3.927351e-13,3.370846e-04
1.321315e+06,2.879438e-10,9.518150e-01
9.672429e+02,1.213088e-13,1.752627e-06
1.799675e+09,1.848187e-08,1.000038e+00
9.507855e+10,1.240541e-06,1.000002e+00
3.527752e+04,9.717285e-13,1.487652e-03
8.897432e+05,6.103420e-11,1.047641e+00
1.545019e+03,3.018963e-13,1.892681e-06
2.127988e+05,2.538536e-11,1.178815e-01
5.031900e+04,4.138486e-12,4.471174e-03
4.459740e+06,8.820868e-10,9.737417e-01
4.841809e+06,1.321106e-10,7.692955e-01
5.103646e+06,8.131723e-11,7.906669e+00
4.706600e+05,2.246050e-10,7.673691e-01
6.000944e+10,4.837947e-07,9.999980e-01
2.567815e+03,7.901801e-14,5.812435e-06
2.114990e+05,1.332934e-11,5.285205e+00
1.557643e+06,3.658782e-10,8.476621e-01
1.835244e+11,6.705937e-09,1.000004e+00
6.104515e+11,3.499037e-05,1.360245e+00
8.276049e+10,1.214243e-05,1.000000e+00
2.619825e+02,2.106416e-15,2.885637e-09
1.060120e+03,1.782883e-13,2.336846e-06
1.350382e+05,5.793071e-13,3.026194e-04
4.412981e+02,3.361016e-14,3.889121e-07
2.366290e+03,5.455929e-14,1.966028e-05
1.399569e+04,9.679326e-14,3.215550e-04
5.999542e+11,6.627752e-05,1.000000e+00
1.217376e+03,3.432350e-14,6.017696e-07
2.935311e+06,8.996533e-11,1.228408e+00
2.534230e+02,1.104282e-13,3.746903e-07
2.683348e+11,3.397319e-06,7.198306e-01
7.967275e+04,3.026252e-13,8.264070e-03
2.242950e+06,2.071246e-11,4.747694e+00
3.899139e+10,9.740947e-07,1.000028e+00
1.938638e+03,5.501174e-14,3.094109e-06
1.190764e+02,2.393324e-15,1.085343e-08
1.422882e+05,1.147587e-12,3.486983e-02
5.587888e+03,6.094936e-14,7.555790e-06
1.890925e+05,1.311317e-11,7.099751e-01
1.001153e+10,4.116933e-09,1.000098e+00
1.060963e+12,1.168962e-05,1.000001e+00
9.183209e+04,8.747488e-12,1.990319e-01
2.891563e+11,3.649629e-06,1.000000e+00
1.917213e+06,4.566447e-11,8.537955e-01
3.023349e+06,4.283436e-11,1.647610e+00
1.920043e+04,2.540709e-13,1.993516e-03
6.517948e+02,4.357910e-15,8.894284e-07
2.541052e+06,1.259891e-11,6.890319e-01
1.013310e+03,8.672362e-14,2.791357e-06
2.316178e+09,3.114346e-07,1.001954e+00
9.686510e+10,8.761108e-06,1.000001e+00
7.467018e+01,3.849461e-15,1.149181e-08
4.336758e+02,8.505972e-15,1.177023e-06
2.627937e+12,1.957705e-07,1.000000e+00
1.816912e+00,5.881839e-16,1.397780e-10
7.811575e+02,1.514130e-13,1.472933e-06
2.779272e+11,3.467503e-06,9.999335e-01
9.078064e+06,5.698742e-10,9.880184e-01
2.471980e+01,4.474451e-15,1.147090e-09
2.012507e+03,4.596091e-14,2.711620e-08
8.833400e+08,1.398768e-08,9.996001e-01
8.355982e+10,7.852910e-07,1.000001e+00
2.059646e+10,1.937128e-07,9.999768e-01
6.230746e+09,1.444233e-07,9.999756e-01
2.935344e+09,9.800816e-07,9.999607e-01
7.490225e+03,1.192115e-13,1.918022e-04
5.114401e+05,2.108290e-11,9.422203e-01
2.362427e+07,2.002238e-10,1.067332e+00
3.404924e+03,1.441171e-13,4.232532e-06
3.903164e+07,3.746523e-10,9.958176e-01
1.711899e+04,9.945056e-13,1.730285e-04
4.423385e+02,2.977526e-14,1.200116e-07
2.801569e+04,3.343383e-12,2.176573e-04
8.944465e+04,4.714139e-12,1.636713e-02
6.196584e+06,2.631320e-10,9.824623e-01
3.708787e+04,2.736189e-12,3.238910e-03
6.119675e+01,3.786060e-15,6.468049e-09
4.810340e+02,5.042604e-14,5.473325e-08
1.628079e+03,5.902053e-14,2.098753e-06
9.937093e+06,6.333777e-11,1.220730e+00
1.966016e+06,5.026317e-11,6.682676e-01
7.994615e+05,1.293822e-11,7.946023e-01
2.716557e+07,3.869034e-11,9.896880e-01
1.114594e+10,1.615893e-08,1.245456e+00
3.977844e+04,3.499228e-12,4.681506e-06
4.591907e+05,1.769200e-11,1.262679e+00
6.498695e+06,1.235497e-10,1.250004e+00
4.208103e+06,4.632405e-10,1.369249e+00
2.914158e+12,5.018300e-05,1.000000e+00
9.177852e+05,4.846677e-11,9.976175e-01
1.989217e+02,6.692287e-15,6.079471e-09
9.114400e+04,1.451792e-12,1.565982e-02
3.038173e+10,6.146572e-08,9.999527e-01
3.647793e+03,1.079497e-12,9.234819e-05
1.074313e+09,4.473555e-12,9.996696e-01
6.569673e+07,1.028323e-09,9.747294e-01
4.670953e+02,1.043711e-14,2.506169e-09
6.134469e+05,3.245471e-11,1.597017e-01
2.657035e+04,1.260403e-12,6.079787e-03
1.069143e+04,1.371013e-13,2.279328e-04
4.984309e+04,1.471083e-12,1.185399e-03
1.777413e+05,7.184038e-12,6.080197e-02
1.469690e+06,1.041681e-10,5.859921e-01
7.940049e+05,1.613768e-11,7.292974e-01
2.751140e+09,3.371621e-07,9.998377e-01
6.007425e+04,1.233891e-12,7.675758e-03
8.604910e+03,3.790221e-12,1.588138e-04
4.453671e+04,5.737610e-12,3.633632e-03
8.926305e+05,4.686491e-11,4.166266e-01
1.064619e+05,3.336351e-12,2.273891e-03
4.559417e+10,7.558191e-06,1.000002e+00
1.549588e+02,3.236617e-15,5.103332e-08
7.301239e+05,9.090478e-12,8.179083e-01
1.458869e+06,7.603894e-11,1.373780e+00
1.191684e+06,3.790464e-11,1.071985e+00
1.010388e+11,9.070255e-07,1.000003e+00
3.482618e+03,3.994137e-14,9.921683e-05
3.904861e+03,1.472831e-13,1.496717e-05
1.161295e+04,4.307651e-13,8.730591e-06
1.828368e+04,4.195413e-13,1.628583e-05
7.152034e+05,3.110174e-11,1.663092e+00
1.084472e+04,1.317654e-12,5.261527e-04
1.172871e+11,1.204682e-06,1.000004e+00
3.190627e+02,9.682427e-14,2.019783e-07
3.258895e+05,2.482030e-11,4.721151e-01
1.400002e+05,8.013924e-11,3.977134e-01
3.504186e+07,1.656474e-09,9.375494e-01
2.661814e+06,8.808820e-11,9.293554e-01
1.344763e+04,1.211716e-12,3.992622e-04
9.081428e+03,9.215960e-13,1.246311e-04
1.238863e+02,1.667014e-14,1.562739e-08
2.229000e+04,5.396322e-13,9.876304e-04
3.667991e+04,2.810110e-12,6.588336e-03
3.225352e+03,6.001246e-14,5.964070e-05
6.690680e+05,2.399271e-11,8.555858e-01
3.213734e+11,1.702564e-16,1.000004e+00
7.951184e+06,5.188370e-11,8.862502e-01
4.600554e+04,1.199942e-12,1.097350e-04
1.906764e+03,3.606024e-13,2.172360e-05
6.275098e+03,1.023332e-12,9.354232e-05
3.428142e+02,1.809335e-14,4.437712e-07
9.719155e+05,2.225342e-10,8.725243e-01
1.399466e+02,4.283176e-16,9.160340e-09
9.091291e+02,1.177719e-13,1.109336e-06
2.980518e+02,4.273537e-15,5.869016e-08
2.557055e+10,2.064132e-10,1.000005e+00
4.975346e+05,3.770492e-12,1.105129e-01
2.292078e+05,1.337670e-11,3.098040e-02
5.036690e+03,3.045869e-14,4.772516e-05
4.502422e+04,1.376283e-12,8.854298e-04
1.924760e+06,4.746716e-11,6.122186e+00
1.926941e+10,5.668353e-07,9.999994e-01
5.827328e+05,3.706395e-11,3.558078e-01
1.432110e+06,3.216986e-11,7.581764e-01
4.730843e+11,5.240439e-07,1.000002e+00
3.383333e+10,2.105184e-06,9.999626e-01
5.414903e+07,8.471888e-10,1.035579e+00
1.874429e+05,1.983680e-11,3.068082e-03
3.365678e+03,4.521402e-13,2.865823e-05
2.531046e+02,4.438299e-14,7.217260e-08
2.511056e+11,1.855277e-16,1.229115e+00
2.343376e+09,3.291178e-07,9.997937e-01
5.158889e+04,6.526502e-12,2.039478e-02
1.546526e+05,1.380197e-11,7.735156e-01
3.074772e+01,9.942728e-16,1.194490e-09
1.053268e+05,3.339477e-12,1.546018e-02
2.305916e+04,1.675905e-13,7.070263e-04
1.913029e+04,3.351304e-13,2.221281e-04
4.213464e+01,8.863599e-15,1.251663e-09
9.955395e+03,2.412465e-12,1.471210e-04
5.688066e+04,2.324352e-12,4.092301e-03
4.480684e+02,1.248712e-14,1.726684e-07
5.586147e+02,2.843476e-14,1.291320e-06
9.314450e+08,4.024643e-10,9.997003e-01
4.072699e+02,2.616987e-14,3.363153e-07
6.917892e+03,4.165340e-13,4.331527e-05
2.992774e+02,1.449431e-14,1.685884e-07
1.879080e+04,5.893096e-13,6.580481e-04
7.163741e+09,3.549146e-07,9.999014e-01
4.730051e+10,2.964519e-06,9.999677e-01
2.462339e+07,7.648869e-10,8.991259e-01
2.071391e+09,2.812226e-07,1.000219e+00
1.913455e+03,8.047875e-14,7.261220e-06
4.912394e+06,4.736148e-10,2.669134e+00
2.237038e+03,1.095737e-13,3.965107e-06
1.740552e+11,2.423031e-05,1.000000e+00
1.309990e+06,1.858832e-10,1.202408e+00
1.476378e+07,1.828608e-10,1.150756e+00
1.626870e+06,5.813880e-11,1.006509e+01
1.384413e+06,1.332866e-10,5.863438e-01
3.776260e+02,7.747990e-15,2.402255e-07
1.719114e+06,5.433565e-11,4.407290e+00
5.701840e+03,3.512135e-13,2.596892e-05
1.076190e+05,1.554695e-11,2.306100e-02
1.103054e+10,1.432444e-08,9.997932e-01
9.100735e+04,8.617961e-13,2.542839e-03
7.285556e+05,1.668844e-11,7.676194e-01
5.100131e+06,1.288091e-10,2.016219e+00
2.413909e+09,4.369667e-07,9.999708e-01
1.201150e+05,2.461490e-12,5.194596e-02
1.789088e+03,1.919667e-14,4.048264e-06
3.951764e+01,3.038501e-15,1.466391e-09
1.638619e+02,2.855569e-15,1.516459e-08
3.232284e+06,6.058591e-11,5.856760e-01
1.943024e+06,1.635899e-10,7.746053e-01
2.923916e+02,1.178628e-15,3.834165e-07
9.644663e+07,2.420660e-10,9.784043e-01
1.464862e+06,6.401064e-11,1.494559e+00
1.836588e+04,1.996816e-13,6.634311e-04
5.225655e+03,7.067546e-14,9.304712e-05
1.452880e+04,1.491039e-12,2.461829e-03
1.057298e+09,2.425313e-09,9.998588e-01
1.041855e+04,1.169706e-13,7.820172e-05
1.799536e+06,7.269947e-10,8.656957e-01
2.214299e+03,5.414101e-15,8.290036e-06
1.522114e+05,2.678527e-12,4.974419e-02
1.433658e+08,1.669588e-09,9.965859e-01
2.415143e+04,3.029632e-13,7.547807e-05
1.918269e+02,2.781975e-15,9.724452e-10
2.058518e+04,1.019334e-12,7.853751e-05
6.478275e+09,9.085029e-07,9.999701e-01
2.876259e+01,1.518552e-15,5.251894e-10
1.364564e+10,1.331282e-07,9.999614e-01
2.164262e+02,1.267987e-14,2.845047e-08
9.928140e+05,1.700549e-11,6.088364e+00
1.757879e+11,6.860191e-07,9.999692e-01
1.916756e+02,7.637279e-15,1.163059e-08
7.718481e+04,3.453486e-12,1.242061e-02
7.409446e+04,5.351454e-12,1.141327e-02
5.474320e+10,2.228516e-07,9.999960e-01
4.106798e+01,1.188112e-14,1.785491e-08
4.415871e+06,3.161405e-11,1.424062e+00
4.934885e+05,3.984872e-12,7.570128e-01
1.208923e+03,5.940948e-14,2.661122e-06
1.366812e+04,3.901957e-13,9.838251e-07
1.169737e+04,3.741976e-13,9.400744e-05
4.891075e+11,2.001042e-04,1.000000e+00
6.520934e+05,4.291588e-11,6.370089e-01
6.415820e+06,4.332678e-10,8.920715e-01
1.477250e+10,1.988181e-07,9.999616e-01
2.759233e+12,1.992559e-05,1.000000e+00
2.161827e+02,5.793616e-15,8.548817e-08
5.438921e+11,1.282920e-06,1.000000e+00
5.579500e+03,1.450788e-13,1.462172e-05
1.319546e+01,1.144483e-15,1.078139e-10
6.952817e+04,2.440735e-13,9.971687e-03
1.229961e+04,7.260822e-12,2.451620e-03
1.498159e+03,2.370124e-14,2.687032e-06
5.349987e+06,1.202246e-10,1.797274e+00
4.782215e+10,1.150426e-06,2.409486e-01
5.961113e+06,7.948264e-11,8.386157e-01
1.142045e+07,1.396269e-09,9.839435e-01
2.568386e+02,1.081600e-14,7.772561e-09
3.060208e+04,2.205933e-12,2.033920e-03
2.272938e+07,4.897977e-11,9.848204e-01
3.486485e+02,1.670080e-14,4.241383e-07
1.399941e+03,1.775144e-13,2.922170e-05
2.046894e+04,3.493210e-13,7.983432e-04
1.644455e+09,3.497160e-10,9.998217e-01
3.272783e+04,9.419277e-13,6.683882e-05
2.063701e+01,7.758629e-16,9.169341e-10
8.008858e+06,1.912493e-10,9.544655e-01
1.186083e+04,4.012998e-14,2.755547e-04
3.013371e+05,1.196768e-11,1.191337e+00
2.175177e+01,9.632540e-16,3.063115e-10
8.235406e+05,1.582854e-11,4.483484e-01
7.177880e+03,1.076176e-12,2.273672e-04
1.913813e+05,2.938600e-11,8.916339e-01
5.819886e+13,5.049697e-03,1.000000e+00
5.980953e+09,1.859413e-07,9.999646e-01
1.607515e+02,1.552097e-14,4.747204e-09
2.582686e+04,1.300835e-12,3.826517e-04
7.268085e+10,1.302355e-08,1.000001e+00
2.629767e+07,2.234117e-10,9.322251e-01
7.386035e+02,3.460463e-14,1.021184e-06
1.434831e+06,9.143083e-11,9.506571e-01
2.940048e+01,9.910937e-15,2.693291e-09
7.383738e+04,2.382531e-12,8.828111e-03
9.140035e+05,1.800471e-11,1.003142e+00
1.114563e+04,5.580078e-13,2.104597e-05
1.582935e+05,2.579036e-13,6.179027e-02
1.176670e+05,9.308277e-12,1.905606e+00
7.870210e+03,4.113868e-13,1.128775e-04
3.719953e+04,4.658214e-12,9.406521e-03
4.789417e+06,2.411848e-10,3.236846e+00
2.745005e+11,2.845922e-05,1.000000e+00
6.099625e+10,1.245006e-05,9.999980e-01
1.604690e+04,6.151458e-13,1.021356e-04
1.333544e+01,3.696094e-15,2.679427e-10
5.775214e+10,9.255298e-10,9.999526e-01
9.958031e+11,6.722786e-07,9.315532e-01
9.152345e+09,9.707086e-07,9.999901e-01
3.743207e+02,5.057518e-15,1.697819e-07
6.559682e+04,3.503681e-13,3.296191e-03
3.028505e+06,6.674652e-10,3.412068e+00
3.462290e+05,8.851317e-12,3.382793e-01
4.098487e+10,4.484705e-07,9.999769e-01
3.128129e+02,8.494527e-14,2.640419e-07
8.507254e+04,1.308044e-11,7.978748e-01
3.454356e+10,8.432155e-08,9.999799e-01
2.378473e+06,2.432618e-10,9.553851e-01
4.329585e+11,4.201855e-05,9.999999e-01
1.343335e+03,1.367215e-14,2.690599e-06
2.425785e+10,3.186983e-09,1.000059e+00
5.371755e+05,4.137541e-11,1.077415e+00
3.443908e+13,2.693298e-06,1.000000e+00
1.060501e+06,3.360747e-11,8.749759e-01
2.147472e+05,3.316250e-11,2.776056e-02
1.311468e+03,3.709864e-14,1.621308e-05
6.113844e+06,1.432870e-09,9.799327e-01
1.021835e+04,2.033495e-13,2.332413e-06
5.255021e+10,3.927028e-06,1.000056e+00
6.487890e+03,6.172593e-13,2.660156e-04
1.641051e+06,3.387648e-11,7.565876e-01
3.488527e+09,5.894237e-08,9.999720e-01
1.416682e+10,1.001696e-06,9.999605e-01
1.462485e+06,2.246750e-11,3.211358e+00
4.469383e+03,1.016679e-13,3.944269e-05
6.935907e+08,2.183618e-09,9.984860e-01
1.525503e+01,6.883933e-16,1.366136e-10
6.305456e+03,6.350794e-13,7.945913e-05
1.677396e+01,1.082430e-15,9.842997e-10
1.148149e+06,8.993558e-12,9.169346e-01
